word	hiragana	furigana	JLPT	kaishi	english	RIRIKKU_RANK	RIRIKKU_TIER
ぴ	ぴ	-	-1	0	-	2821	U
原子力	げんしりょく	原子力[げんしりょく]	-1	0	atomic energy	2821	F
追記	ついき	-	-1	0	-	2821	F
通行	つうこう	通[つう] 行[こう]	3	0	passing, traffic	2821	F
総額	そうがく	総額[そうがく]	-1	0	total amount, sum total	2822	F
ふじ	ふじ	-	-1	0	-	2823	U
土曜日	どようび	土曜日[どようび]	5	1	Saturday	2823	C
発掘	はっくつ	発[はっ] 掘[くつ]	1	0	する：to excavate	2823	F
秀吉	-	-	-1	0	-	2823	C
自由に	じゆうに	-	-1	0	-	2823	C
とっとと	とっとと	-	-1	0	-	2824	U
ナ	ナ	-	-1	0	-	2824	C
かあ	かあ	-	-1	0	-	2825	C
たき	たき	-	-1	0	-	2825	C
たれる	たれる	-	-1	0	-	2825	F
アツシ	アツシ	-	-1	0	-	2825	C
アーロン	アーロン	-	-1	0	-	2825	U
イイ	いい	-	-1	0	-	2825	F
インスタ	インスタ	-	-1	0	-	2825	C
クダン	クダン	-	-1	0	-	2825	C
クッキー	クッキー	-	-1	0	-	2825	C
グッチ	グッチ	-	-1	0	-	2825	U
シュウ	シュウ	-	-1	0	-	2825	C
ショウナン	ショウナン	-	-1	0	-	2825	C
スコット	スコット	-	-1	0	-	2825	F
テツヤ	テツヤ	-	-1	0	-	2825	C
デパート	デパート	デパート	5	0	Department Store	2825	F
トウバンジャン	とうばんじゃん	-	-1	0	-	2825	C
トシオ	トシオ	-	-1	0	-	2825	C
トットリ	トットリ	-	-1	0	-	2825	F
バイ	バイ	-	-1	0	-	2825	C
ヨヨギ	よよぎ	-	-1	0	-	2825	C
ルミネ	ルミネ	-	-1	0	-	2825	C
乾かす	かわかす	乾[かわ]かす	2	0	to dry	2825	F
刺し身	さしみ	刺[さ]し 身[み]	-1	0	sliced raw fish	2825	F
味付け	あじつけ	-	-1	0	-	2825	F
垂れる	たれる	垂[た]れる	1	0	[vi] hang down, dangle	2825	F
所か	どころか	-	-1	0	-	2825	U
日常生活	にちじょうせいかつ	日[にち] 常[じょう] 生[せい] 活[かつ]	-1	0	daily life	2825	F
滝	たき	滝[たき]	2	0	waterfall	2825	C
習字	しゅうじ	習[しゅう] 字[じ]	2	0	calligraphy, penmanship	2825	U
ユイガハマ	ゆいがはま	-	-1	0	-	2827	C
休める	やすめる	休[やす]める	1	0	[vt] (give a rest; suspend; set so.'s mind at ease	2827	F
爆笑	ばくしょう	-	-1	0	-	2827	F
美樹	-	-	-1	0	-	2827	U
軽	けい	-	-1	0	-	2827	C
一環	いっかん	一環[いっかん]	-1	0	link; part	2828	F
大騒ぎ	おおさわぎ	大騒[おおさわ]ぎ	-1	0	uproar, racket, row	2828	F
爆破	ばくは	爆[ばく] 破[は]	1	0	blast	2828	F
やっかい	やっかい	-	-1	0	-	2829	F
厄介	やっかい	厄介[やっかい]	3	0	trouble, annoyance	2829	F
要塞	ようさい	要塞[ようさい]	-1	0	fortress, stronghold	2829	U
孝	こう	-	-1	0	-	2830	F
悪霊	あくりょう	悪[あく] 霊[りょう]	-1	0	evil spirit	2830	U
酸素	さんそ	酸素[さんそ]	3	0	oxygen	2830	C
９時	くじ	-	-1	0	-	2830	F
チュー	チュー	-	-1	0	-	2831	U
一口	ひとくち	一口[ひとくち]	-1	0	a mouthful	2831	F
立ち寄る	たちよる	立[た]ち 寄[よ]る	1	0	to stop by, to pay a visit	2831	F
次男	じなん	次男[じなん]	-1	0	second son	2832	F
ほー	ほー	-	-1	0	-	2833	C
デンマーク	デンマーク	-	-1	0	-	2833	F
迅速	じんそく	-	1	0	-	2833	F
重要性	じゅうようせい	-	-1	0	-	2834	U
後日	ごじつ	-	-1	0	-	2835	F
徹	-	-	-1	0	-	2835	C
自立	じりつ	-	1	0	-	2835	F
ダニー	ダニー	-	-1	0	-	2836	U
この前	このまえ	-	-1	0	-	2837	C
早期	そうき	-	-1	0	-	2837	F
親王	しんのう	-	-1	0	-	2837	U
瞬	-	-	-1	0	-	2838	U
掌	てのひら	-	1	0	-	2839	F
鼓動	こどう	鼓[こ] 動[どう]	-1	0	する：to beat, to throb, to pulsate	2839	F
ストーン	ストーン	-	-1	0	-	2840	C
投資家	とうしか	-	-1	0	-	2840	F
一連	いちれん	-	1	0	-	2842	F
寛	かん	-	-1	0	-	2842	F
アヤセ	あやせ	-	-1	0	-	2843	F
エリカ	エリカ	-	-1	0	-	2843	U
不具合	ふぐあい	-	-1	0	-	2843	F
おじいさん	おじいさん	-	-1	1	grandfather	2844	C
六花	りっか	-	-1	0	-	2844	U
復旧	ふっきゅう	-	1	0	-	2844	F
贈る	おくる	贈[おく]る	3	0	[vt] give, present	2844	C
マチ	マチ	-	-1	0	-	2845	U
モー	モー	-	-1	0	-	2845	F
分岐	ぶんき	-	-1	0	-	2845	F
圭	-	-	-1	0	-	2845	U
カナコ	カナコ	-	-1	0	-	2846	F
仕上げる	しあげる	仕[し] 上[あ]げる	1	0	to finish (off [up]), to complete	2846	C
ナカノジョウ	なかのじょう	-	-1	0	-	2847	F
大島	-	-	-1	0	-	2847	F
覚ます	さます	覚[さ]ます	3	0	[vt] awake, wake up	2847	U
センス	センス	-	1	0	-	2848	C
伝承	でんしょう	伝承[でんしょう]	-1	0	tradition, legend	2848	F
てらす	てらす	-	-1	0	-	2849	F
照らす	てらす	照[て]らす	2	0	[vt] illuminate, shine on	2849	F
推奨	すいしょう	-	-1	0	-	2850	F
面会	めんかい	-	1	0	-	2850	F
そうして	そうして	-	-1	0	-	2851	F
プリンセス	プリンセス	-	-1	0	-	2851	F
乱れる	みだれる	乱[みだ]れる	1	0	[vi] be disordered, confused; chaotic	2851	F
獲物	えもの	獲物[えもの]	1	0	spoils, catch, prize	2851	F
突き止める	つきとめる	-	-1	0	-	2851	C
ほくろ	ほくろ	-	-1	0	-	2852	U
管理者	かんりしゃ	-	-1	0	-	2852	U
黒子	ほくろ	-	-1	0	-	2852	U
ステークス	ステークス	-	-1	0	-	2853	U
突入	とつにゅう	突[とつ] 入[にゅう]	-1	0	する：to storm (a building), to rush (into), to dash (into)	2853	C
越え	こえ	-	-1	0	-	2853	F
富	とみ	富[とみ]	1	0	weath, riches	2854	F
速報	そくほう	-	-1	0	-	2854	F
ピンチ	ピンチ	-	-1	0	-	2855	F
戻り	もどり	-	-1	0	-	2855	U
貧乏	びんぼう	-	1	0	-	2855	C
感触	かんしょく	感触[かんしょく]	1	1	touch, feeling sense of	2856	F
法則	ほうそく	法則[ほうそく]	2	0	law, rule	2856	C
青山	せいざん	-	-1	0	-	2856	U
オー	オー	-	-1	0	-	2857	C
豊田	とよた	-	-1	0	-	2857	C
当事	とうじ	-	-1	0	-	2858	F
皇	すめ	-	-1	0	-	2858	U
診る	みる	診[み]る	2	0	to examine (a patient)	2858	C
はれ	はれ	-	-1	0	-	2859	C
到達	とうたつ	到達[とうたつ]	1	0	arrival; attainment	2859	C
晴	はれ	-	-1	0	-	2859	F
ジュエル	ジュエル	-	-1	0	-	2860	U
取り入れ	とりいれ	-	-1	0	-	2860	C
欧米	おうべい	欧米[おうべい]	2	0	Europe & America	2860	C
気が付く	きがつく	-	-1	0	-	2860	C
奢る	おごる	-	-1	0	-	2861	U
不詳	ふしょう	-	-1	0	-	2862	U
大志	たいし	大志[たいし]	-1	0	lofty ambition, aspiration	2862	F
懸念	けねん	懸念[けねん]	-1	0	anxiety, concern, fear	2862	F
独特	どくとく	-	3	0	-	2864	C
勇敢	ゆうかん	-	1	0	-	2865	U
既存	きそん	-	-1	0	-	2866	C
スマート	スマート	-	2	0	-	2867	C
上演	じょうえん	上[じょう] 演[えん]	1	0	する：to put (a play) on the stage, to present (a drama)	2867	U
先着	せんちゃく	-	1	0	-	2867	U
押しつける	おしつける	-	-1	0	-	2867	C
苦しみ	くるしみ	-	-1	0	-	2867	C
近	きん	-	-1	0	-	2867	U
応答	おうとう	応答[おうとう]	-1	0	answer, response, reply	2868	F
頼	-	-	-1	0	-	2868	U
アイコン	アイコン	-	-1	0	-	2869	F
法案	ほうあん	法案[ほうあん]	1	0	bill, legislative proposal	2869	F
討つ	うつ	討[う]つ	3	0	[vt] suppress by armed force, attack	2869	F
リソース	リソース	-	-1	0	-	2870	F
物事	ものごと	物事[ものごと]	3	0	things, matter; everything	2870	C
遣り直す	やりなおす	-	-1	0	-	2870	F
そりゃそうだ	そりゃそうだ	-	-1	0	-	2871	C
カレン	カレン	-	-1	0	-	2871	U
作り上げる	つくりあげる	-	-1	0	-	2871	F
雷門	-	-	-1	0	-	2871	U
なくてはならない	なくてはならない	-	-1	0	-	2872	C
ライアン	ライアン	-	-1	0	-	2872	U
ココ	ココ	-	-1	0	-	2873	U
大尉	たいい	大尉[たいい]	-1	0	captain	2873	F
幸	さち	幸[さち]	-1	0	happiness, fortune ♢	2874	F
カジュアル	カジュアル	-	-1	0	-	2875	F
宏	-	-	-1	0	-	2875	F
移民	いみん	移民[いみん]	1	0	migration; migrant	2875	C
診察	しんさつ	診[しん] 察[さつ]	3	0	medical examination	2875	F
お守り	おまもり	-	-1	0	-	2876	C
功績	こうせき	功績[こうせき]	2	0	meritorious deed, achievement	2876	F
過	か	-	-1	0	-	2876	F
預金	よきん	預金[よきん]	1	0	deposit, bank account	2876	F
おん	おん	-	-1	0	-	2877	F
幹部	かんぶ	幹部[かんぶ]	1	0	executive, managing staff	2878	C
さっ	さっ	-	-1	0	-	2880	C
その辺	そのへん	-	-1	0	-	2880	C
再現	さいげん	-	1	0	-	2880	C
後方	こうほう	-	-1	0	-	2880	F
汚す	よごす	汚[けが]す	2	0	汚[けが]す：to dishonour, to disgrace 汚[よご]す：to make dirty, to taint	2880	F
開局	かいきょく	-	-1	0	-	2880	U
等しい	ひとしい	等[ひと]しい	3	0	equal, alike	2881	F
ユーロ	ユーロ	-	-1	0	-	2882	F
愉快	ゆかい	-	3	0	-	2882	F
遠藤	-	-	-1	0	-	2882	F
しゅっ	しゅっ	-	-1	0	-	2883	F
たた	たた	-	-1	0	-	2883	F
はがす	はがす	-	-1	0	-	2883	F
リニューアル	リニューアル	-	-1	0	-	2883	C
剥がす	はがす	-	2	0	-	2883	F
協同	きょうどう	協[きょう] 同[どう]	-1	0	する：to cooperate, to collaborate	2883	C
埃	ほこり	-	3	0	-	2883	F
多々	たた	-	-1	0	-	2883	F
えみ	えみ	-	-1	0	-	2884	U
ロール	ロール	-	-1	0	-	2884	C
入門	にゅうもん	入[にゅう] 門[もん]	-1	0	introduction, primer	2884	F
笑み	えみ	笑[え]み	-1	0	smile	2884	U
補正	ほせい	補[ほ] 正[せい]	-1	0	する：to revise, to correct, to supplement (a budget, etc.)	2884	F
透明	とうめい	-	2	0	-	2884	F
使命	しめい	使命[しめい]	1	0	mission, appointed task	2885	F
当主	とうしゅ	-	-1	0	-	2886	U
焼き蕎麦	やきそば	-	-1	0	-	2886	F
長谷川	はせがわ	長谷川[はせがわ]	-1	0	Hasegawa (surname)	2886	F
推測	すいそく	推測[すいそく]	1	0	conjecture, supposition	2888	C
救える	-	-	-1	0	-	2888	U
離島	りとう	離島[りとう]	-1	0	outlying island	2888	U
変わり	かわり	-	-1	0	-	2889	C
操縦	そうじゅう	操[そう] 縦[じゅう]	1	0	する：to steer, to operate, to pilot, to manoeuvre	2889	F
下着	したぎ	下[した] 着[ぎ]	4	0	underwear	2890	C
敵う	かなう	-	-1	0	-	2890	F
途上	とじょう	-	1	0	-	2890	U
うなり声	うなりごえ	-	-1	0	-	2891	U
交点	こうてん	-	-1	0	-	2891	U
ぎゃあ	ぎゃあ	-	-1	0	-	2892	F
っぱなし	っぱなし	-	-1	0	-	2892	F
教皇	きょうこう	-	-1	0	-	2892	U
返せる	-	-	-1	0	-	2892	C
受付	うけつけ	受付[うけつけ]	4	0	receipt; reception desk	2893	F
国防	こくぼう	国防[こくぼう]	1	0	national defense	2893	U
一度も	いちども	一[いち] 度[ど]も	-1	1	not even once, never	2894	C
大学生	だいがくせい	大学生[だいがくせい]	4	0	university student	2894	C
簡易	かんい	-	1	0	-	2894	F
ハンター	ハンター	-	-1	0	-	2895	C
何度か	なんどか	-	-1	0	-	2897	C
大宮	おおみや	-	-1	0	-	2897	U
くしゃみ	くしゃみ	-	2	0	-	2898	F
リモート	リモート	-	-1	0	-	2898	U
嚔	くしゃみ	-	-1	0	-	2898	F
愛用	あいよう	-	-1	0	-	2898	U
大規模	だいきぼ	-	-1	0	-	2899	F
帰還	きかん	-	-1	0	-	2900	F
狼	おおかみ	-	-1	0	-	2900	C
美雪	-	-	-1	0	-	2900	C
西洋	せいよう	西洋[せいよう]	4	0	the West, the Occident	2900	F
トラ	トラ	-	-1	0	-	2901	F
モビール	モビール	-	-1	0	-	2901	F
人種	じんしゅ	人[じん] 種[しゅ]	3	0	ethnic group, a race	2901	F
後藤	-	-	-1	0	-	2901	F
ソウマ	そうま	-	-1	0	-	2902	U
肢	あし	-	-1	0	-	2902	C
もらす	もらす	-	-1	1	-	2903	U
タッグ	タッグ	-	-1	0	-	2903	C
漏らす	もらす	漏[も]らす	1	1	to reveal, to divulge, to express (one's feelings)	2903	C
町作り	まちづくり	-	-1	0	-	2903	C
お部屋	おへや	-	-1	0	-	2904	C
余りに	あまりに	-	-1	0	-	2905	C
野党	やとう	野党[やとう]	1	0	opposition party	2905	F
乗り込む	のりこむ	-	1	0	-	2906	F
架空	かくう	-	2	0	-	2906	F
森本	-	-	-1	0	-	2906	U
言いだす	いいだす	-	-1	0	-	2906	C
バカげる	バカげる	-	-1	0	-	2907	U
早稲田大学	わせだだいがく	早稲田[わせだ] 大[だい] 学[がく]	-1	0	Waseda University ♢	2907	U
説教	せっきょう	説教[せっきょう]	-1	0	preaching; scolding	2907	F
悪党	あくとう	-	-1	0	-	2908	U
解析	かいせき	解析[かいせき]	-1	0	analysis, analytical research	2908	C
ビックリ	ビックリ	-	-1	0	-	2909	C
亭	てい	-	-1	0	-	2909	U
マーケット	マーケット	-	3	0	-	2910	F
双子	ふたご	双子[ふたご]	3	0	twins	2910	F
アマチュア	アマチュア	-	1	0	-	2911	U
結	ゆい	-	-1	0	-	2912	U
ゲート	ゲート	-	-1	0	-	2913	F
もんだから	もんだから	-	-1	0	-	2914	F
ッ	っ	-	-1	0	-	2914	C
気合い	きあい	気合[きあ]い	-1	0	(fighting) spirit, motivation	2914	C
美しさ	-	-	-1	0	-	2914	F
青木	あおき	-	-1	0	-	2914	F
開	-	-	-1	0	-	2916	U
便秘	べんぴ	-	-1	0	-	2918	F
市役所	しやくしょ	市役所[しやくしょ]	-1	0	City Hall	2918	F
法務	ほうむ	-	-1	0	-	2918	F
いっか	いっか	-	-1	0	-	2919	F
さめる	さめる	-	-1	0	-	2919	F
たいこ	たいこ	-	-1	0	-	2919	F
ぶどう	ぶどう	-	4	0	-	2919	U
めった	めった	-	-1	0	-	2919	U
エイコ	エイコ	-	-1	0	-	2919	C
カスカベ	かすかべ	-	-1	0	-	2919	C
カヨ	カヨ	-	-1	0	-	2919	C
ガソリン	ガソリン	-	4	0	-	2919	F
キイ	キイ	-	-1	0	-	2919	U
コロッケ	コロッケ	-	-1	0	-	2919	U
シガ	しが	-	-1	0	-	2919	C
タカオ	タカオ	-	-1	0	-	2919	C
チヂミ	チヂミ	-	-1	0	-	2919	U
ツクバ	つくば	-	-1	0	-	2919	C
ニトリ	にとり	-	-1	0	-	2919	U
ネギシ	ねぎし	-	-1	0	-	2919	C
パッド	パッド	-	-1	0	-	2919	F
ピーマン	ピーマン	-	-1	0	-	2919	F
プディング	プディング	-	-1	0	-	2919	C
ミタカ	みたか	-	-1	0	-	2919	C
メグロ	メグロ	-	-1	0	-	2919	C
ユズキ	ゆずき	-	-1	0	-	2919	C
リズム	リズム	-	2	0	-	2919	C
一家	いっか	一家[いっか]	3	0	family, household; one’s family; style of established reputation	2919	C
中毒	ちゅうどく	中毒[ちゅうどく]	1	0	poisoning; addiction	2919	F
何曜	なんよう	-	-1	0	-	2919	C
吹奏	すいそう	吹奏[すいそう]	1	0	playing wind instruments	2919	F
太鼓	たいこ	太鼓[たいこ]	2	0	big drum	2919	F
家元	いえもと	家[いえ] 元[もと]	-1	0	head [master] of a school (of flower arrangement, tea ceremony, etc.)	2919	U
山の手	やまのて	-	-1	0	-	2919	C
御数	おかず	-	-1	0	-	2919	F
明ける	あける	明[あ]ける	3	0	[vi] dawn, grow light; end [of period, season]; begin [of New Year]; leave open [schedule], make time (for)	2919	F
武道	ぶどう	武道[ぶどう]	-1	0	martial arts	2919	F
浸ける	つける	-	2	0	-	2919	C
滅多	めった	-	-1	0	-	2919	U
片手	かたて	片[かた] 手[て]	-1	1	one hand	2919	F
花見	はなみ	花見[はなみ]	4	0	flower viewing [cherry blossom]	2919	F
逆上がり	さかあがり	-	-1	0	-	2919	C
飲み屋	のみや	飲[の]み 屋[や]	-1	0	bar, tavern	2919	U
高原	こうげん	高原[こうげん]	1	0	plateau	2919	U
齣	せき	-	-1	0	-	2919	C
争う	あらそう	争[あらそ]う	2	0	[vi] compete, fight, struggle; dispute, argue	2920	C
こなす	こなす	-	-1	0	-	2921	F
財務	ざいむ	-	-1	0	-	2921	F
上部	じょうぶ	-	-1	0	-	2922	U
相性	あいしょう	-	-1	0	-	2922	C
送り	おくり	-	-1	0	-	2922	F
マコ	マコ	-	-1	0	-	2923	U
ルウ	ルウ	-	-1	0	-	2923	C
戦場	せんじょう	-	-1	0	-	2923	C
気象	きしょう	気象[きしょう]	1	0	atmospheric phenomena, weather conditions	2923	F
あんだ	あんだ	-	-1	0	-	2924	F
プリン	プリン	-	-1	0	-	2924	F
安打	あんだ	-	-1	0	-	2924	F
水道	すいどう	水道[すいどう]	4	0	water works / supply; channel	2924	F
看板	かんばん	看板[かんばん]	2	0	signboard, sign	2924	C
こぞう	こぞう	-	-1	0	-	2925	F
行事	ぎょうじ	行[ぎょう] 事[じ]	2	0	event	2925	C
麻	あさ	麻[あさ]	1	0	hemp, flax, linen	2925	U
ふせる	ふせる	-	-1	0	-	2926	C
ウィーン	ウィーン	-	-1	0	-	2926	U
ハッハッハ	ハッハッハ	-	-1	0	-	2926	F
伏せる	ふせる	伏[ふ]せる	-1	0	[vt] lay upside down, turn downward / over	2926	C
叶える	かなえる	叶[かな]える	1	0	[vt] grant a request , fulfill expectations , answer so.'s prayer	2926	C
チャック	チャック	-	-1	0	-	2927	U
火事	かじ	火事[かじ]	4	0	fire	2927	F
ノース	ノース	-	-1	0	-	2928	U
失業	しつぎょう	失[しつ] 業[ぎょう]	3	0	する：to lose one's job	2928	F
浩	-	-	-1	0	-	2928	F
スリム	スリム	-	-1	0	-	2929	U
ざる	ざる	-	-1	0	-	2932	F
押し付ける	おしつける	-	-1	0	-	2932	F
笊	ざる	-	-1	0	-	2932	F
輝き	かがやき	輝[かがや]き	-1	0	brilliance, radiance, a shine, glitter	2932	F
ショット	ショット	-	-1	0	-	2933	F
審査員	しんさいん	-	-1	0	-	2933	F
書記	しょき	書記[しょき]	-1	0	clerk, secretary	2933	U
一方的	いっぽうてき	-	-1	0	-	2934	C
たまらない	たまらない	たまらない	3	1	can't stand, can't put up with	2935	F
前期	ぜんき	前[ぜん] 期[き]	-1	0	first semester, previous term	2935	F
日米	にちべい	日米[にちべい]	-1	0	Japan & the USA, Japanese-American	2935	F
管理人	かんりにん	-	-1	0	-	2935	F
蛇	へび	蛇[へび]	-1	0	snake	2935	C
サボる	サボる	-	1	0	-	2936	F
フランキー	フランキー	-	-1	0	-	2936	U
マイナー	マイナー	-	-1	0	-	2936	F
牧師	ぼくし	牧師[ぼくし]	1	0	pastor, minister, priest	2936	F
はりきる	はりきる	-	-1	0	-	2937	F
チョン	チョン	-	-1	0	-	2937	U
張り切る	はりきる	張[は]り 切[き]る	2	0	to be in high spirits, to be full of pep	2937	F
拳銃	けんじゅう	拳銃[けんじゅう]	-1	0	pistol, handgun	2938	F
知的	ちてき	知的[ちてき]	1	0	intellectual, mental	2938	F
げん	げん	-	-1	0	-	2939	F
閣下	かっか	閣下[かっか]	-1	0	Your / His Excellency	2939	U
サスケ	さすけ	-	-1	0	-	2940	U
よさそう	よさそう	-	-1	0	-	2941	C
キャスター	キャスター	-	-1	0	-	2941	F
モリシマ	もりしま	-	-1	0	-	2941	F
来日	らいにち	来日[らいにち]	2	0	coming to Japan	2941	F
赤字	あかじ	赤字[あかじ]	1	0	deficit, red figures	2941	F
ご苦労さん	ごくろうさん	-	-1	0	-	2942	C
そく	そく	-	-1	0	-	2942	F
エアコン	エアコン	エアコン	-1	0	Air Conditioner	2943	F
パイ	パイ	-	-1	0	-	2943	F
短期	たんき	短期[たんき]	2	0	short term	2943	U
ずらす	ずらす	-	2	0	-	2944	F
ねじ	ねじ	-	-1	0	-	2944	F
ばたばた	ばたばた	-	-1	0	-	2944	F
みや	みや	-	-1	0	-	2944	F
オオフナ	おおふな	-	-1	0	-	2944	C
モバイル	モバイル	-	-1	0	-	2944	C
分厚い	ぶあつい	分厚[ぶあつ]い	-1	0	bulky, massive	2944	F
擦る	する	擦[す]る	2	0	[vt] rub, file, chafe	2944	F
螺子	ねじ	-	-1	0	-	2944	F
訳有り	わけあり	-	-1	0	-	2944	U
軟らかい	やわらかい	軟[やわ]らかい	2	0	soft	2944	U
じみ	じみ	-	-1	0	-	2945	F
地味	じみ	-	2	0	-	2945	C
抗議	こうぎ	抗議[こうぎ]	1	0	protest, remonstrance, objection	2945	F
あっという間	あっというま	-	-1	0	-	2946	C
即日	そくじつ	-	-1	0	-	2946	U
浜松	はままつ	-	-1	0	-	2946	U
精いっぱい	せいいっぱい	-	-1	0	-	2946	F
かめ	かめ	-	-1	0	-	2947	U
降伏	こうふく	降伏[こうふく]	1	0	surrender, submission	2947	F
存知	ぞんじ	-	-1	0	-	2948	C
記号	きごう	記[き] 号[ごう]	2	0	sign, mark, symbol	2949	U
ハロ	ハロ	-	-1	0	-	2950	U
発症	はっしょう	-	-1	0	-	2950	F
お先に	おさきに	-	1	0	-	2951	C
イラン	イラン	-	-1	0	-	2951	F
ボード	ボード	-	-1	0	-	2951	C
闘士	とうし	-	-1	0	-	2951	C
円滑	えんかつ	-	1	0	-	2952	U
身分	みぶん	身分[みぶん]	2	0	one's social position; one's rank, identity	2952	F
ワシ	ワシ	-	-1	0	-	2955	U
切り	きり	-	1	1	end, place to stop	2956	F
正午	しょうご	正午[しょうご]	3	0	noon	2957	U
先進	せんしん	-	-1	0	-	2958	F
午前中	ごぜんちゅう	午前中[ごぜんちゅう]	-1	0	in the morning; all morning	2958	F
服装	ふくそう	服装[ふくそう]	3	0	dress, garments, attire	2958	F
オ	オ	-	-1	0	-	2959	U
糖尿病	とうにょうびょう	糖尿病[とうにょうびょう]	-1	0	diabetes	2959	F
かぐ	かぐ	-	-1	0	-	2960	F
嗅ぐ	かぐ	嗅[か]ぐ	2	0	[vt] smell, sniff	2960	F
茜	あかね	-	-1	0	-	2960	F
あれから	あれから	-	-1	0	-	2961	C
リック	リック	-	-1	0	-	2961	U
悪夢	あくむ	悪夢[あくむ]	-1	0	nightmare, bad dream	2961	F
農林	のうりん	-	-1	0	-	2961	F
キュート	キュート	-	-1	0	-	2962	F
立ち上げる	たちあげる	-	-1	0	-	2962	C
うううう	うううう	-	-1	0	-	2964	F
ライセンス	ライセンス	-	-1	0	-	2964	F
少	しょう	-	-1	0	-	2965	F
昇	-	-	-1	0	-	2965	U
ローカル	ローカル	-	-1	0	-	2966	F
至	し	-	-1	0	-	2966	F
テキサス	テキサス	-	-1	0	-	2967	U
中でも	なかでも	-	-1	0	-	2967	U
小声	こごえ	-	-1	0	-	2967	F
年上	としうえ	-	-1	0	-	2967	F
戦時	せんじ	-	-1	0	-	2967	F
翔太	-	-	-1	0	-	2967	U
違	-	-	-1	0	-	2968	F
ゆったり	ゆったり	-	-1	0	-	2969	U
コラボ	コラボ	-	-1	0	-	2969	C
宝塚	-	-	-1	0	-	2971	C
誇る	ほこる	誇[ほこ]る	1	0	[vi] boast, take pride in	2972	C
通勤	つうきん	通[つう] 勤[きん]	2	0	する：to commute, to go to one's office	2972	C
傾ける	かたむける	傾[かたむ]ける	1	0	[vt] tilt, slant; concentrate on, devote to	2973	F
排出	はいしゅつ	排出[はいしゅつ]	-1	0	discharge, exhaust, evacuation	2973	F
研究者	けんきゅうしゃ	研究者[けんきゅうしゃ]	-1	0	Scholar, researcher	2974	C
面倒くさい	めんどうくさい	-	-1	0	-	2974	C
刃	は	-	1	0	-	2976	F
ご協力	ごきょうりょく	-	-1	0	-	2977	F
圧倒	あっとう	-	-1	0	-	2977	C
鶴	つる	鶴[つる]	-1	0	crane	2977	F
ミッション	ミッション	-	-1	0	-	2978	F
提唱	ていしょう	提[てい] 唱[しょう]	-1	0	する：to advocate, to propose	2978	U
シナリオ	シナリオ	-	1	0	-	2979	F
ステーション	ステーション	-	-1	0	-	2979	F
ハグ	ハグ	-	-1	0	-	2979	U
副業	ふくぎょう	副業[ふくぎょう]	-1	0	subsidiary business	2979	U
漁業	ぎょぎょう	漁業[ぎょぎょう]	2	0	fishing industry	2979	U
直し	なおし	-	-1	0	-	2981	U
チャイム	チャイム	-	1	0	-	2982	U
国外	こくがい	-	-1	0	-	2983	F
岡部	-	-	-1	0	-	2983	U
ただ今	ただいま	-	-1	0	-	2984	C
前者	ぜんしゃ	前者[ぜんしゃ]	3	0	the former	2984	F
届け出	とどけで	-	-1	0	-	2984	U
打球	だきゅう	-	-1	0	-	2985	U
節約	せつやく	節[せつ] 約[やく]	3	0	する：to economise, to save (money, time, water, electricity, etc.)	2985	F
いってん	いってん	-	-1	0	-	2986	U
しい	しい	-	-1	0	-	2986	F
セーラー	セーラー	-	-1	0	-	2986	F
一点	いってん	-	-1	0	-	2986	U
貞	てい	-	-1	0	-	2986	F
セント	セント	-	-1	0	-	2987	F
あったかい	あったかい	-	-1	0	-	2988	C
マユミ	マユミ	-	-1	0	-	2988	F
猿	さる	猿[さる]	3	0	monkey, ape	2988	C
おば	おば	-	-1	0	-	2989	F
清潔	せいけつ	-	3	0	-	2989	F
バックアップ	バックアップ	-	-1	0	-	2990	F
広域	こういき	-	-1	0	-	2990	U
掬い	すくい	-	-1	0	-	2990	U
改札	かいさつ	-	2	0	-	2990	F
降り	ふり	-	-1	0	-	2990	F
トラップ	トラップ	-	-1	0	-	2991	F
此	こん	-	-1	0	this one; this	2991	U
緩和	かんわ	緩和[かんわ]	1	0	easing, relief, alleviation	2991	U
もうひとつ	もうひとつ	-	-1	0	-	2992	F
ドット	ドット	-	-1	0	-	2992	F
バス停	バスてい	バス 停[てい]	-1	0	bus stop	2992	F
理屈	りくつ	理屈[りくつ]	1	0	reason, logic; argument; pretext; theory	2992	F
食い	くい	-	-1	0	-	2992	F
カエル	カエル	-	-1	0	-	2993	F
整う	ととのう	整[ととの]う	2	0	[vi] be in order, made up properly; adjusted regulated	2993	C
飽き	あき	-	-1	0	-	2993	U
あいまい	あいまい	-	2	0	-	2994	U
ひとまず	ひとまず	-	2	0	-	2994	F
一先ず	ひとまず	-	-1	0	-	2994	F
何とも	なんとも	-	1	0	-	2994	C
真田	さなだ	-	-1	0	-	2994	F
素子	そし	-	-1	0	-	2995	F
あこがれ	あこがれ	-	-1	0	-	2996	F
八幡	はちまん	-	-1	0	-	2997	U
平等	びょうどう	平等[びょうどう]	3	0	equality, impartiality	2997	F
稲葉	いなば	-	-1	0	-	2997	F
飛	ひ	-	-1	0	-	2997	F
おさえ	おさえ	-	-1	0	-	2998	U
抑え	おさえ	-	-1	0	-	2998	C
自粛	じしゅく	自粛[じしゅく]	-1	0	self-restraint	2998	U
ケイト	けいと	-	-1	0	-	2999	U
大隊	だいたい	-	-1	0	-	2999	U
