word	hiragana	furigana	JLPT	kaishi	english	RIRIKKU_RANK	RIRIKKU_TIER
建設中	けんせつちゅう	-	-1	0	-	-1	U
建設工事	けんせつこうじ	-	-1	0	-	-1	U
建設現場	けんせつげんば	-	-1	0	-	-1	U
建設省	けんせつしょう	-	-1	0	-	-1	U
建設費	けんせつひ	-	-1	0	-	-1	U
建議	けんぎ	建議[けんぎ]	-1	0	proposal, suggestion	-1	U
建造する	-	-	-1	0	-	-1	U
建部	-	-	-1	0	-	-1	U
廿日市	-	-	-1	0	-	-1	U
弁務	-	-	-1	0	-	-1	U
弁済する	-	-	-1	0	-	-1	U
弁理	べんり	-	-1	0	-	-1	U
弁理士	べんりし	-	-1	0	-	-1	U
弁解する	-	-	-1	0	-	-1	U
弁証	べんしょう	-	-1	0	-	-1	U
弁護する	-	-	-1	0	-	-1	U
弁護側	べんごがわ	-	-1	0	-	-1	U
弁護団	べんごだん	-	-1	0	-	-1	U
弁護士事務所	べんごしじむしょ	-	-1	0	-	-1	U
弁護士会	べんごしかい	-	-1	0	-	-1	U
弄	-	-	-1	0	-	-1	U
弄する	ろうする	弄[ろう]する	-1	0	to use sophistry, to play a mean trick on someone	-1	U
弄っ	-	-	-1	0	-	-1	U
弄ら	-	-	-1	0	-	-1	U
弄り倒す	いじりたおす	-	-1	0	-	-1	U
弊	へい	-	-1	0	-	-1	U
弊店	へいてん	-	-1	0	-	-1	U
式を挙げる	しきをあげる	式[しき]を 挙[あ]げる	-1	0	hold a ceremony	-1	U
式内	-	-	-1	0	-	-1	U
式服	しきふく	-	-1	0	-	-1	U
弓なり	ゆみなり	-	-1	0	-	-1	U
弓之	-	-	-1	0	-	-1	U
弓削	-	-	-1	0	-	-1	U
弓削多	-	-	-1	0	-	-1	U
弓座	-	-	-1	0	-	-1	U
弓手	ゆんで	-	-1	0	-	-1	U
弓競べ	ゆみくらべ	-	-1	0	-	-1	U
弔い合戦	とむらいがっせん	-	-1	0	-	-1	U
弔問	ちょうもん	弔問[ちょうもん]	-1	0	condolence call	-1	U
弔辞	ちょうじ	弔辞[ちょうじ]	-1	0	message of condolence	-1	U
引い	-	-	-1	0	-	-1	U
引か	-	-	-1	0	-	-1	U
引かれる	-	-	-1	0	-	-1	U
引きあげる	ひきあげる	-	-1	0	-	-1	U
引きずっ	-	-	-1	0	-	-1	U
引きずられる	-	-	-1	0	-	-1	U
引きずり下ろす	ひきずりおろす	-	-1	0	-	-1	U
引きつる	ひきつる	-	-1	0	-	-1	U
引きはがす	ひきはがす	-	-1	0	-	-1	U
引き会わせる	-	-	-1	0	-	-1	U
引き伸ばす	ひきのばす	引[ひ]き 伸[の]ばす	-1	0	stretch out, elongate; enlarge photographs	-1	U
引き出物	ひきでもの	-	-1	0	-	-1	U
引き取っ	-	-	-1	0	-	-1	U
引き取ら	-	-	-1	0	-	-1	U
引き合わせる	ひきあわせる	-	-1	0	-	-1	U
引き当て	ひきあて	-	-1	0	-	-1	U
引き手	ひきて	-	-1	0	-	-1	U
引き抜か	-	-	-1	0	-	-1	U
引き掛け	ひきかけ	-	-1	0	-	-1	U
引き換える	ひきかえる	-	-1	0	-	-1	U
引き換え券	ひきかえけん	-	-1	0	-	-1	U
引き摺り出す	ひきずりだす	-	-1	0	-	-1	U
引き摺り込む	ひきずりこむ	-	-1	0	-	-1	U
引き歌	ひきうた	-	-1	0	-	-1	U
引き比べる	ひきくらべる	-	-1	0	-	-1	U
引き渡さ	-	-	-1	0	-	-1	U
引き絞る	ひきしぼる	-	-1	0	-	-1	U
引き絵	ひきえ	-	-1	0	-	-1	U
引き継い	-	-	-1	0	-	-1	U
引き継が	-	-	-1	0	-	-1	U
引き続い	-	-	-1	0	-	-1	U
引き締まった	-	-	-1	0	-	-1	U
引き起こさ	-	-	-1	0	-	-1	U
引き起こし	-	-	-1	0	-	-1	U
引き込ま	-	-	-1	0	-	-1	U
引き返し	ひきかえし	-	-1	0	-	-1	U
引き返せる	-	-	-1	0	-	-1	U
引き連れ	-	-	-1	0	-	-1	U
引き金を引く	ひきがねをひく	-	-1	0	-	-1	U
引く-他動詞	-	-	-1	0	-	-1	U
引く手あまた	ひくてあまた	-	-1	0	-	-1	U
引け目	ひけめ	引[ひ]け 目[め]	-1	0	drawback, weakness	-1	U
引っかかっ	-	-	-1	0	-	-1	U
引っかかり	ひっかかり	-	-1	0	-	-1	U
引っかく	ひっかく	-	-1	0	-	-1	U
引っぱる	ひっぱる	-	-1	0	-	-1	U
引っ切り無し	ひっきりなし	-	-1	0	-	-1	U
引っ張っ	-	-	-1	0	-	-1	U
引っ張ら	-	-	-1	0	-	-1	U
引っ張り上げる	ひっぱりあげる	-	-1	0	-	-1	U
引っ張り込む	ひっぱりこむ	-	-1	0	-	-1	U
引っ張れる	-	-	-1	0	-	-1	U
引っ掛かり	ひっかかり	-	-1	0	-	-1	U
引っ掛け	-	-	-1	0	-	-1	U
引っ越しする	-	-	-1	0	-	-1	U
引っ越し先	ひっこしさき	-	-1	0	-	-1	U
引っ込み	ひっこみ	-	-1	0	-	-1	U
引上げ	ひきあげ	-	-1	0	-	-1	U
引受	ひきうけ	-	-1	0	-	-1	U
引導	いんどう	-	-1	0	-	-1	U
引導を渡す	いんどうをわたす	-	-1	0	-	-1	U
引換	ひきかえ	-	-1	0	-	-1	U
引渡し	ひきわたし	-	-1	0	-	-1	U
引用する	-	-	-1	0	-	-1	U
引田	ひけた	-	-1	0	-	-1	U
引起	-	-	-1	0	-	-1	U
引越	ひっこし	-	-1	0	-	-1	U
引越す	ひきこす	-	-1	0	-	-1	U
引退する	いんたいする	引退[いんたい]する	-1	0	retire, go into retirement	-1	U
弗化	-	-	-1	0	-	-1	U
弘一	-	-	-1	0	-	-1	U
弘之	-	-	-1	0	-	-1	U
弘仁	こうにん	-	-1	0	-	-1	U
弘化	こうか	-	-1	0	-	-1	U
弘和	こうわ	-	-1	0	-	-1	U
弘子	-	-	-1	0	-	-1	U
弘安	こうあん	-	-1	0	-	-1	U
弘徽	こき	-	-1	0	-	-1	U
弘文	-	-	-1	0	-	-1	U
弘明	-	-	-1	0	-	-1	U
弘樹	-	-	-1	0	-	-1	U
弘治	こうじ	-	-1	0	-	-1	U
弘法大師	こうぼうだいし	-	-1	0	-	-1	U
弘済	こうさい	-	-1	0	-	-1	U
弘道	-	-	-1	0	-	-1	U
弟君	-	-	-1	0	-	-1	U
弟妹	ていまい	弟妹[ていまい]	-1	0	younger siblings	-1	U
弟子達	-	-	-1	0	-	-1	U
弥七	-	-	-1	0	-	-1	U
弥助	やすけ	-	-1	0	-	-1	U
弥太郎	やたろう	-	-1	0	-	-1	U
弥子	-	-	-1	0	-	-1	U
弥富	-	-	-1	0	-	-1	U
弥彦	-	-	-1	0	-	-1	U
弥栄	いやさか	-	-1	0	-	-1	U
弥生時代	やよいじだい	弥生時代[やよいじだい]	-1	0	Yayoi Period ~ 200 BCE-250 CE	-1	U
弥陀-amita	-	-	-1	0	-	-1	U
弦巻	つるまき	-	-1	0	-	-1	U
弦楽器	げんがっき	弦楽器[げんがっき]	-1	0	stringed instruments	-1	U
弧を描く	こをえがく	-	-1	0	-	-1	U
弩	いしゆみ	-	-1	0	-	-1	U
弩級	どきゅう	-	-1	0	-	-1	U
弱い者いじめ	よわいものいじめ	-	-1	0	-	-1	U
弱かっ	-	-	-1	0	-	-1	U
弱き	-	-	-1	0	-	-1	U
弱き者	よわきもの	-	-1	0	-	-1	U
弱く	-	-	-1	0	-	-1	U
弱っ	-	-	-1	0	-	-1	U
弱みにつけ込む	よわみにつけこむ	-	-1	0	-	-1	U
弱みを握る	よわみをにぎる	-	-1	0	-	-1	U
弱め	-	-	-1	0	-	-1	U
弱体化	じゃくたいか	-	-1	0	-	-1	U
弱冠	じゃっかん	-	-1	0	-	-1	U
弱肉	-	-	-1	0	-	-1	U
弱腰	よわごし	-	-1	0	-	-1	U
弱酸	じゃくさん	-	-1	0	-	-1	U
弱音を吐く	よわねをはく	-	-1	0	-	-1	U
張っ	-	-	-1	0	-	-1	U
張ら	-	-	-1	0	-	-1	U
張りつく	はりつく	-	-1	0	-	-1	U
張りつめる	はりつめる	-	-1	0	-	-1	U
張り付い	-	-	-1	0	-	-1	U
張り出し	はりだし	-	-1	0	-	-1	U
張り手	はりて	-	-1	0	-	-1	U
張れる	-	-	-1	0	-	-1	U
張力	ちょうりょく	-	-1	0	-	-1	U
張飛	ちょうひ	-	-1	0	-	-1	U
強いて言うなら	-	-	-1	0	-	-1	U
強い力	つよいちから	-	-1	0	-	-1	U
強い心	つよいこころ	-	-1	0	-	-1	U
強かっ	-	-	-1	0	-	-1	U
強がり	-	-	-1	0	-	-1	U
強き	つよき	-	-1	0	-	-1	U
強く	-	-	-1	0	-	-1	U
強ばる	こわばる	-	-1	0	-	-1	U
強まっ	-	-	-1	0	-	-1	U
強まり	-	-	-1	0	-	-1	U
強制する	きょうせいする	強制[きょうせい]する	-1	0	compel, force	-1	U
強制力	きょうせいりょく	-	-1	0	-	-1	U
強制収容所	きょうせいしゅうようじょ	-	-1	0	-	-1	U
強制執行	きょうせいしっこう	-	-1	0	-	-1	U
強制送還	きょうせいそうかん	-	-1	0	-	-1	U
強化する	-	-	-1	0	-	-1	U
強化等	-	-	-1	0	-	-1	U
強意	きょうい	-	-1	0	-	-1	U
強盗殺人	ごうとうさつじん	-	-1	0	-	-1	U
強肩	きょうけん	強肩[きょうけん]	-1	0	baseball strong arm	-1	U
強行する	-	-	-1	0	-	-1	U
強行突破	きょうこうとっぱ	-	-1	0	-	-1	U
強要する	-	-	-1	0	-	-1	U
強調する	きょうちょうする	強調[きょうちょう]する	-1	0	emphasize, stress	-1	U
強請	きょうせい	-	-1	0	-	-1	U
強迫観念	きょうはくかんねん	-	-1	0	-	-1	U
強過ぎる	-	-	-1	0	-	-1	U
強靱	きょうじん	-	-1	0	-	-1	U
強食	-	-	-1	0	-	-1	U
弾い	-	-	-1	0	-	-1	U
弾か	-	-	-1	0	-	-1	U
弾かす	ひかす	-	-1	0	-	-1	U
弾き出す	はじきだす	-	-1	0	-	-1	U
弾き返す	はじきかえす	-	-1	0	-	-1	U
弾き飛ばす	はじきとばす	-	-1	0	-	-1	U
弾け	-	-	-1	0	-	-1	U
弾け飛ぶ	はじけとぶ	-	-1	0	-	-1	U
弾切れ	たまぎれ	-	-1	0	-	-1	U
弾力性	だんりょくせい	弾力性[だんりょくせい]	-1	0	elasticity; flexibility	-1	U
弾力的	だんりょくてき	-	-1	0	-	-1	U
弾圧する	-	-	-1	0	-	-1	U
弾幕	だんまく	-	-1	0	-	-1	U
弾正	だんじょう	-	-1	0	-	-1	U
彌	-	-	-1	0	-	-1	U
当たっ	-	-	-1	0	-	-1	U
当たら	-	-	-1	0	-	-1	U
当たりめ	-	-	-1	0	-	-1	U
当たり外れ	あたりはずれ	-	-1	0	-	-1	U
当たり障り	あたりさわり	-	-1	0	-	-1	U
当たり障りのない	あたりさわりのない	-	-1	0	-	-1	U
当たれ	-	-	-1	0	-	-1	U
当たれる	-	-	-1	0	-	-1	U
当ったり前	あったりまえ	-	-1	0	-	-1	U
当てずっぽう	あてずっぽう	-	-1	0	-	-1	U
当てつけ	-	-	-1	0	-	-1	U
当てつける	あてつける	-	-1	0	-	-1	U
当てにする	あてにする	-	-1	0	-	-1	U
当てにならない	あてにならない	-	-1	0	-	-1	U
当てになる	あてになる	-	-1	0	-	-1	U
当てはめ	-	-	-1	0	-	-1	U
当てられる	-	-	-1	0	-	-1	U
当て付ける	あてつける	-	-1	0	-	-1	U
当て字	あてじ	-	1	0	-	-1	U
当て木	あてぎ	-	-1	0	-	-1	U
当て逃げ	あてにげ	-	-1	0	-	-1	U
当に	まさに	-	-1	0	-	-1	U
当の本人	とうのほんにん	-	-1	0	-	-1	U
当ブログ	-	-	-1	0	-	-1	U
当事者間	-	-	-1	0	-	-1	U
当会	とうかい	-	-1	0	-	-1	U
当分の間	とうぶんのあいだ	-	-1	0	-	-1	U
当団	とうだん	-	-1	0	-	-1	U
当委員会	-	-	-1	0	-	-1	U
当家	とうけ	-	-1	0	-	-1	U
当寺	とうじ	-	-1	0	-	-1	U
当局者	とうきょくしゃ	-	-1	0	-	-1	U
当帰	とうき	-	-1	0	-	-1	U
当年	とうねん	-	-1	0	-	-1	U
当座	とうざ	-	-1	0	-	-1	U
当惑する	-	-	-1	0	-	-1	U
当所	とうしょ	-	-1	0	-	-1	U
当日券	とうじつけん	-	-1	0	-	-1	U
当日直接会場	-	-	-1	0	-	-1	U
当月	とうげつ	-	-1	0	-	-1	U
当校	とうこう	-	-1	0	-	-1	U
当為	とうい	-	-1	0	-	-1	U
当然ながら	とうぜんながら	-	-1	0	-	-1	U
当然のこと	とうぜんのこと	-	-1	0	-	-1	U
当然の事	とうぜんのこと	-	-1	0	-	-1	U
当然の報い	とうぜんのむくい	-	-1	0	-	-1	U
当該事業	-	-	-1	0	-	-1	U
当該各号	-	-	-1	0	-	-1	U
当該地域	-	-	-1	0	-	-1	U
当該年度	-	-	-1	0	-	-1	U
当該職員	-	-	-1	0	-	-1	U
当選する	-	-	-1	0	-	-1	U
当館	-	-	-1	0	-	-1	U
当駅	とうえき	当駅[とうえき]	-1	0	this station	-1	U
彙	い	-	-1	0	-	-1	U
彡	-	-	-1	0	-	-1	U
形だけ	かたちだけ	形[かたち]だけ	-1	0	merely for form's sake	-1	U
形付く	かたちづく	-	-1	0	-	-1	U
形勢逆転	けいせいぎゃくてん	-	-1	0	-	-1	U
形容する	-	-	-1	0	-	-1	U
形崩れ	かたくずれ	-	-1	0	-	-1	U
形成する	-	-	-1	0	-	-1	U
形成外科	けいせいげか	-	-1	0	-	-1	U
形而	-	-	-1	0	-	-1	U
形而上学	けいじじょうがく	-	-1	0	-	-1	U
形象	けいしょう	-	-1	0	-	-1	U
形遊び	-	-	-1	0	-	-1	U
形違い	かたちちがい	-	-1	0	-	-1	U
形骸	けいがい	-	-1	0	-	-1	U
彦一	-	-	-1	0	-	-1	U
彦山	-	-	-1	0	-	-1	U
彦星	ひこぼし	-	-1	0	-	-1	U
彦馬	-	-	-1	0	-	-1	U
彩度	さいど	-	-1	0	-	-1	U
彩瀬	-	-	-1	0	-	-1	U
彩香	-	-	-1	0	-	-1	U
彪	-	-	-1	0	-	-1	U
彫ら	-	-	-1	0	-	-1	U
彫り込む	ほりこむ	-	-1	0	-	-1	U
彭	-	-	-1	0	-	-1	U
影を落とす	かげをおとす	-	-1	0	-	-1	U
影月	-	-	-1	0	-	-1	U
影絵	かげえ	-	-1	0	-	-1	U
影踏み	-	-	-1	0	-	-1	U
影響する	-	-	-1	0	-	-1	U
影響を及ぼす	えいきょうをおよぼす	-	-1	0	-	-1	U
役に立た	-	-	-1	0	-	-1	U
役に立たない	やくにたたない	-	-1	0	-	-1	U
役に立ち	-	-	-1	0	-	-1	U
役に立っ	-	-	-1	0	-	-1	U
役に立てる	やくにたてる	-	-1	0	-	-1	U
役付き	やくづき	-	-1	0	-	-1	U
役割を果たす	やくわりをはたす	-	-1	0	-	-1	U
役割分担	やくわりぶんたん	-	-1	0	-	-1	U
役得	やくとく	-	-1	0	-	-1	U
役立た	-	-	-1	0	-	-1	U
役立ち	-	-	-1	0	-	-1	U
役立っ	-	-	-1	0	-	-1	U
役職員	-	-	-1	0	-	-1	U
彼なり	かれなり	-	-1	0	-	-1	U
彼の人	あのひと	-	-1	0	-	-1	U
彼女なり	かのじょなり	-	-1	0	-	-1	U
彼女自身	かのじょじしん	-	-1	0	-	-1	U
彼女達	-	-	-1	0	-	-1	U
彼奴等	あいつら	-	-1	0	-	-1	U
彼彼	かれかの	-	-1	0	-	-1	U
彼方側	あちらがわ	-	-1	0	-	-1	U
彼等自身	-	-	-1	0	-	-1	U
往々にして	おうおうにして	往[おう] 々[おう]にして	-1	0	often	-1	U
往古	おうこ	-	-1	0	-	-1	U
往復する	-	-	-1	0	-	-1	U
往復葉書	おうふくはがき	-	-1	0	-	-1	U
往来する	-	-	-1	0	-	-1	U
往生際	おうじょうぎわ	-	-1	0	-	-1	U
往生際が悪い	おうじょうぎわがわるい	-	-1	0	-	-1	U
往還	おうかん	-	-1	0	-	-1	U
征夷	せいい	-	-1	0	-	-1	U
征夷大将軍	せいいたいしょうぐん	-	-1	0	-	-1	U
征服する	-	-	-1	0	-	-1	U
征討	せいとう	征討[せいとう]	-1	0	subjugation, conquest	-1	U
待た	-	-	-1	0	-	-1	U
待たさ	-	-	-1	0	-	-1	U
待たせる	-	-	-1	0	-	-1	U
待ちきれない	まちきれない	-	-1	0	-	-1	U
待ちに待った	-	-	-1	0	-	-1	U
待ち兼ねる	まちかねる	待[ま]ち 兼[か]ねる	-1	0	can't wait	-1	U
待ち切れる	-	-	-1	0	-	-1	U
待ち合い室	-	-	-1	0	-	-1	U
待ち時間	まちじかん	-	-1	0	-	-1	U
待ち構え	-	-	-1	0	-	-1	U
待ち続ける	-	-	-1	0	-	-1	U
待ち遠い	-	-	-1	0	-	-1	U
待っ	-	-	-1	0	-	-1	U
待った	-	-	-1	0	-	-1	U
待て	-	-	-1	0	-	-1	U
待と	-	-	-1	0	-	-1	U
待る	-	-	-1	0	-	-1	U
待合	まちあい	-	-1	0	-	-1	U
待機する	たいきする	待機[たいき]する	-1	0	wait for an opportunity, stand ready	-1	U
待避	たいひ	-	-1	0	-	-1	U
律令制	りつりょうせい	-	-1	0	-	-1	U
後から	あとから	-	-1	0	-	-1	U
後がない	あとがない	-	-1	0	-	-1	U
後ずさり	あとずさり	-	-1	0	-	-1	U
後にする	あとにする	-	-1	0	-	-1	U
後になる	あとになる	-	-1	0	-	-1	U
後れ	おくれ	-	-1	0	-	-1	U
後れを取る	おくれをとる	-	-1	0	-	-1	U
後ろめ	うしろめ	-	-1	0	-	-1	U
後ろめたさ	-	-	-1	0	-	-1	U
後ろ暗い	うしろぐらい	-	-1	0	-	-1	U
後ろ頭	うしろあたま	-	-1	0	-	-1	U
後をつける	あとをつける	-	-1	0	-	-1	U
後を継ぐ	あとをつぐ	-	-1	0	-	-1	U
後を追う	あとをおう	-	-1	0	-	-1	U
後代	こうだい	-	-1	0	-	-1	U
後先考えず	あとさきかんがえず	-	-1	0	-	-1	U
後円	-	-	-1	0	-	-1	U
後出し	あとだし	-	-1	0	-	-1	U
後列	こうれつ	-	-1	0	-	-1	U
後刻	ごこく	-	-1	0	-	-1	U
後半戦	こうはんせん	-	-1	0	-	-1	U
後口	あとくち	-	-1	0	-	-1	U
後夜	ごや	-	-1	0	-	-1	U
後天	こうてん	-	-1	0	-	-1	U
後家	ごけ	-	-1	0	-	-1	U
後悔する	こうかいする	後悔[こうかい]する	-1	0	be sorry, regret, repent	-1	U
後押しする	-	-	-1	0	-	-1	U
後掛け	あとがけ	-	-1	0	-	-1	U
後日談	ごじつだん	-	-1	0	-	-1	U
後期高齢者医療制度	こうきこうれいしゃいりょうせいど	-	-1	0	-	-1	U
後段	こうだん	-	-1	0	-	-1	U
後漢	ごかん	-	-1	0	-	-1	U
後片づけ	あとかたづけ	-	-1	0	-	-1	U
後片付け	あとかたづけ	-	-1	0	-	-1	U
後生	こうせい	-	-1	0	-	-1	U
後略	こうりゃく	-	-1	0	-	-1	U
後白河	-	-	-1	0	-	-1	U
後端	こうたん	-	-1	0	-	-1	U
後継ぎ	あとつぎ	-	-1	0	-	-1	U
後肢	こうし	-	-1	0	-	-1	U
後腐れ	あとくされ	-	-1	0	-	-1	U
後衛	こうえい	-	-1	0	-	-1	U
後裔	こうえい	-	-1	0	-	-1	U
後身	こうしん	-	-1	0	-	-1	U
後述する	-	-	-1	0	-	-1	U
後追い	あとおい	-	-1	0	-	-1	U
後退する	-	-	-1	0	-	-1	U
後退り	あとずさり	-	-1	0	-	-1	U
後醍醐	-	-	-1	0	-	-1	U
後醍醐天皇	ごだいごてんのう	-	-1	0	-	-1	U
後面	こうめん	-	-1	0	-	-1	U
後顧	こうこ	後顧[こうこ]	-1	0	looking back, worry	-1	U
後鳥羽	-	-	-1	0	-	-1	U
徐州	じょしゅう	-	-1	0	-	-1	U
徒弟	とてい	-	-1	0	-	-1	U
徒手	としゅ	-	-1	0	-	-1	U
徒歩圏	-	-	-1	0	-	-1	U
徒長枝	-	-	-1	0	-	-1	U
従い	したがい	-	-1	0	-	-1	U
従え	-	-	-1	0	-	-1	U
従っ	-	-	-1	0	-	-1	U
従わ	-	-	-1	0	-	-1	U
従事する	じゅうじする	従事[じゅうじ]する	-1	0	engage in, be engaged in	-1	U
従事者	じゅうじしゃ	-	-1	0	-	-1	U
従妹	じゅうまい	-	-1	0	-	-1	U
従属する	-	-	-1	0	-	-1	U
従弟	じゅうてい	-	-1	0	-	-1	U
従来型	じゅうらいがた	-	-1	0	-	-1	U
従業員数	-	-	-1	0	-	-1	U
従業者数	-	-	-1	0	-	-1	U
得々	とくとく	-	-1	0	-	-1	U
得てして	えてして	-	-1	0	-	-1	U
得ない	-	-	-1	0	-	-1	U
得よう	-	-	-1	0	-	-1	U
得をする	とくをする	-	-1	0	-	-1	U
得体の知れない	えたいのしれない	-	-1	0	-	-1	U
得失点	とくしってん	-	-1	0	-	-1	U
得度	とくど	-	-1	0	-	-1	U
得心	とくしん	-	-1	0	-	-1	U
得意げ	とくいげ	-	-1	0	-	-1	U
得手	えて	-	-1	0	-	-1	U
得物	えもの	-	-1	0	-	-1	U
得票数	とくひょうすう	-	-1	0	-	-1	U
徘徊する	-	-	-1	0	-	-1	U
御かか	おかか	-	-1	0	-	-1	U
御でこ	-	-	-1	0	-	-1	U
御ばあ	-	-	-1	0	-	-1	U
御ばあさん	-	-	-1	0	-	-1	U
御ばあちゃん	-	-	-1	0	-	-1	U
御みや	おみや	-	-1	0	-	-1	U
御めでたい	-	-	-1	0	-	-1	U
御めでとう	-	-	-1	0	-	-1	U
御一人	-	-	-1	0	-	-1	U
御一緒	ごいっしょ	-	-1	0	-	-1	U
御一緒する	-	-	-1	0	-	-1	U
御三家	ごさんけ	-	-1	0	-	-1	U
御下げ	おさげ	-	-1	0	-	-1	U
御世話	おせわ	-	-1	0	-	-1	U
御世辞	おせじ	-	-1	0	-	-1	U
御両親	ごりょうしん	-	-1	0	-	-1	U
御中元	おちゅうげん	-	-1	0	-	-1	U
御主人	ごしゅじん	-	-1	0	-	-1	U
御主人様	ごしゅじんさま	-	-1	0	-	-1	U
御久し振り	-	-	-1	0	-	-1	U
御了承下さる	-	-	-1	0	-	-1	U
御二人	-	-	-1	0	-	-1	U
御互い	おたがい	-	-1	0	-	-1	U
御互い様	おたがいさま	-	-1	0	-	-1	U
御亡くなりに成る	-	-	-1	0	-	-1	U
御人	ごじん	-	-1	0	-	-1	U
御人良し	-	-	-1	0	-	-1	U
御仕事	-	-	-1	0	-	-1	U
御仕舞い	おしまい	-	-1	0	-	-1	U
御付き合い	おつきあい	-	-1	0	-	-1	U
御付き合いする	-	-	-1	0	-	-1	U
御代わり	おかわり	-	-1	0	-	-1	U
御任せする	-	-	-1	0	-	-1	U
御休み	おやすみ	-	-1	0	-	-1	U
御休みする	-	-	-1	0	-	-1	U
御休み為さる	-	-	-1	0	-	-1	U
御会いする	-	-	-1	0	-	-1	U
御会い出来る	-	-	-1	0	-	-1	U
御会計	-	-	-1	0	-	-1	U
御伝えする	-	-	-1	0	-	-1	U
御伺い	おうかがい	-	-1	0	-	-1	U
御伺いする	-	-	-1	0	-	-1	U
御伺い致す	-	-	-1	0	-	-1	U
御住まい	-	-	-1	0	-	-1	U
御使い	おつかい	-	-1	0	-	-1	U
御供	おとも	-	-1	0	-	-1	U
御便り	-	-	-1	0	-	-1	U
御借りする	-	-	-1	0	-	-1	U
御値段	-	-	-1	0	-	-1	U
御元気	-	-	-1	0	-	-1	U
御兄さん	-	-	-1	0	-	-1	U
御兄ちゃん	-	-	-1	0	-	-1	U
御先	みさき	-	-1	0	-	-1	U
御免為さい	-	-	-1	0	-	-1	U
御内	おうち	-	-1	0	-	-1	U
御出し	-	-	-1	0	-	-1	U
御出でに成る	-	-	-1	0	-	-1	U
御出でる	-	-	-1	0	-	-1	U
御出で下さる	-	-	-1	0	-	-1	U
御出座	おでまし	-	-1	0	-	-1	U
御出掛けする	-	-	-1	0	-	-1	U
御出掛ける	-	-	-1	0	-	-1	U
御分かりに成る	-	-	-1	0	-	-1	U
御分かり頂ける	-	-	-1	0	-	-1	U
御分かる	-	-	-1	0	-	-1	U
御別れ	おわかれ	-	-1	0	-	-1	U
御利用	-	-	-1	0	-	-1	U
御利用下さる	-	-	-1	0	-	-1	U
御利益	ごりやく	御利益[ごりやく]	-1	0	grace of God, divine favor	-1	U
御刺し身	-	-	-1	0	-	-1	U
御前さん	おまえさん	-	-1	0	-	-1	U
御前様	ごぜんさま	-	-1	0	-	-1	U
御前等	おまえら	-	-1	0	-	-1	U
御前達	おまえたち	-	-1	0	-	-1	U
御剣	-	-	-1	0	-	-1	U
御力	-	-	-1	0	-	-1	U
御勤め	おつとめ	-	-1	0	-	-1	U
御勧め	おすすめ	-	-1	0	-	-1	U
御勧めする	-	-	-1	0	-	-1	U
御勧める	-	-	-1	0	-	-1	U
御勧め出来る	-	-	-1	0	-	-1	U
御化け	-	-	-1	0	-	-1	U
御化粧	-	-	-1	0	-	-1	U
御医者さん	-	-	-1	0	-	-1	U
御医者様	-	-	-1	0	-	-1	U
御協力	ごきょうりょく	-	-1	0	-	-1	U
御協力下さる	-	-	-1	0	-	-1	U
御厨	-	-	-1	0	-	-1	U
御参り	おまいり	-	-1	0	-	-1	U
御参りする	-	-	-1	0	-	-1	U
御参加下さる	-	-	-1	0	-	-1	U
御参考	-	-	-1	0	-	-1	U
御友達	-	-	-1	0	-	-1	U
御取り引き	-	-	-1	0	-	-1	U
御受けする	-	-	-1	0	-	-1	U
御口	-	-	-1	0	-	-1	U
御古	おふる	-	-1	0	-	-1	U
御台場	-	-	-1	0	-	-1	U
御史	-	-	-1	0	-	-1	U
御名前	-	-	-1	0	-	-1	U
御呉れる	-	-	-1	0	-	-1	U
御呪い	おまじない	-	-1	0	-	-1	U
御味	-	-	-1	0	-	-1	U
御味噌汁	-	-	-1	0	-	-1	U
御問い合わせ	-	-	-1	0	-	-1	U
御問い合わせ下さる	-	-	-1	0	-	-1	U
御喋り	おしゃべり	-	-1	0	-	-1	U
御喋りする	-	-	-1	0	-	-1	U
御嘗	おなめ	-	-1	0	-	-1	U
御回答	-	-	-1	0	-	-1	U
御国	おくに	-	-1	0	-	-1	U
御土産	おみやげ	-	-1	0	-	-1	U
御坂	-	-	-1	0	-	-1	U
御坊	ごぼう	-	-1	0	-	-1	U
御坊さん	-	-	-1	0	-	-1	U
御城	-	-	-1	0	-	-1	U
御報告	-	-	-1	0	-	-1	U
御墓	みはか	-	-1	0	-	-1	U
御墓参り	-	-	-1	0	-	-1	U
御墨付	-	-	-1	0	-	-1	U
御声	-	-	-1	0	-	-1	U
御多忙	-	-	-1	0	-	-1	U
御多福	おたふく	-	-1	0	-	-1	U
御大	おんたい	-	-1	0	-	-1	U
御大事	-	-	-1	0	-	-1	U
御天気	おてんき	-	-1	0	-	-1	U
御夫婦	-	-	-1	0	-	-1	U
御好き	-	-	-1	0	-	-1	U
御好み	-	-	-1	0	-	-1	U
御好み村	おこのみむら	-	-1	0	-	-1	U
御好み焼き	-	-	-1	0	-	-1	U
御姉さん	おねえさん	-	-1	0	-	-1	U
御姉ちゃん	-	-	-1	0	-	-1	U
御姫様	おひめさま	-	-1	0	-	-1	U
御姿	-	-	-1	0	-	-1	U
御婦人	-	-	-1	0	-	-1	U
御嫁さん	-	-	-1	0	-	-1	U
御嬢	おじょう	-	-1	0	-	-1	U
御嬢さん	おじょうさん	-	-1	0	-	-1	U
御嬢様	おじょうさま	-	-1	0	-	-1	U
